elapsed_ms,current_diff,current_A,distance_cm,command
20491,9,0.44,54,FORWARD
20603,10,0.489,52,FORWARD
20713,10,0.489,255,FORWARD
20822,9,0.44,255,FORWARD
20937,8,0.391,255,FORWARD
21050,9,0.44,0,FORWARD
21121,8,0.391,255,FORWARD
21201,9,0.44,176,FORWARD
21309,10,0.489,171,FORWARD
21407,9,0.44,169,FORWARD
21539,10,0.489,0,STOP
21640,0,0,0,STOP
21732,0,0,0,STOP
21831,0,0,0,STOP
21941,0,0,0,STOP
22030,0,0,0,STOP
22145,0,0,0,STOP
22225,0,0,0,STOP
22330,0,0,0,STOP
22440,0,0,255,STOP
22530,0,0,0,STOP
22614,0,0,222,STOP
22726,0,0,160,STOP
22834,0,0,0,STOP
22945,0,0,0,STOP
23035,0,0,0,STOP
23152,0,0,0,STOP
23212,0,0,157,STOP
23333,0,0,160,STOP
23419,0,0,255,STOP
23533,1,0.049,113,STOP
23619,4,0.196,65,STOP
23734,0,0,255,STOP
23846,0,0,248,STOP
23947,0,0,255,STOP
24047,0,0,255,STOP
24127,0,0,255,STOP
24232,0,0,255,STOP
24336,0,0,255,STOP
24430,0,0,255,STOP
24552,0,0,255,STOP
24641,0,0,255,STOP
24752,0,0,255,STOP
24835,0,0,255,STOP
24952,0,0,242,STOP
25033,0,0,255,STOP
25149,0,0,255,STOP
25244,0,0,255,STOP
25355,0,0,255,STOP
25439,0,0,255,STOP
25545,0,0,255,STOP
25639,0,0,255,STOP
25742,0,0,255,STOP
25848,0,0,255,STOP
25957,12,0.587,255,FORWARD
26048,10,0.489,255,FORWARD
26150,12,0.587,255,FORWARD
26244,12,0.587,233,FORWARD
26358,10,0.489,255,FORWARD
26446,8,0.391,255,FORWARD
26551,8,0.391,255,FORWARD
26664,8,0.391,255,FORWARD
26771,9,0.44,255,FORWARD
26856,7,0.342,255,FORWARD
26950,7,0.342,255,FORWARD
27059,8,0.391,255,FORWARD
27151,7,0.342,195,FORWARD
27269,8,0.391,255,FORWARD
27351,6,0.293,255,FORWARD
27456,7,0.342,255,FORWARD
27563,9,0.44,255,FORWARD
27669,8,0.391,255,FORWARD
27767,7,0.342,252,FORWARD
27877,8,0.391,245,FORWARD
27965,9,0.44,241,FORWARD
28079,8,0.391,154,FORWARD
28174,9,0.44,187,FORWARD
28260,9,0.44,157,FORWARD
28358,9,0.44,226,FORWARD
28457,8,0.391,221,FORWARD
28564,8,0.391,216,FORWARD
28675,8,0.391,212,FORWARD
28770,10,0.489,211,FORWARD
28858,8,0.391,206,FORWARD
28967,7,0.342,200,FORWARD
29056,8,0.391,125,FORWARD
29166,8,0.391,182,FORWARD
29278,9,0.44,189,FORWARD
29361,7,0.342,184,FORWARD
29470,7,0.342,181,FORWARD
29578,9,0.44,177,FORWARD
29670,9,0.44,172,FORWARD
29778,9,0.44,168,FORWARD
29873,7,0.342,163,FORWARD
29980,9,0.44,157,FORWARD
30082,9,0.44,154,FORWARD
